,Company Name,Datum,Status Rocket,Costs (Mio. USD),Status Mission,Site,Country,Rocket,Satellite
1884,Boeing,"Sat Jun 10, 1989 22:30 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 6925'],['NAVSTAR II-2']
1885,RVSN USSR,"Fri Jun 09, 1989 10:10 UTC",StatusRetired,,Failure,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Okean 2a']
1886,RVSN USSR,"Thu Jun 08, 1989 17:09 UTC",StatusRetired,,Success,"['Site 43/3, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-3 n†\xad138']
1887,RVSN USSR,"Wed Jun 07, 1989 05:12 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 2026']
1888,Arianespace,"Mon Jun 05, 1989 22:37 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44L'],"['Superbird-A, DFS-1']"
1889,ISRO,"Mon May 22, 1989 01:40 UTC",StatusRetired,,Partial Failure,"['SLV LP, Satish Dhawan Space Centre']",[' India'],['ASLV'],['SROSS C']
1890,Martin Marietta,"Wed May 10, 1989 19:47 UTC",StatusRetired,,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Titan 34D'],['USA-37 (Vortex)']
1891,NASA,"Thu May 04, 1989 18:46 UTC",StatusRetired,450.0 ,Success,"['LC-39B, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Atlantis'],['STS-30R']
1892,RVSN USSR,"Tue Apr 04, 1989 18:36 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 2016']
1893,Arianespace,"Sun Apr 02, 1989 02:28 UTC",StatusRetired,,Success,"['ELA-1, Guiana Space Centre, French Guiana']",[' France'],['Ariane 2'],['TELE-X']
1894,Douglas,"Fri Mar 24, 1989 21:50 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta 3920-8'],['Delta Star (USA 36)']
1895,RVSN USSR,"Fri Mar 24, 1989 13:38 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 2008 to 2015']
1896,NASA,"Mon Mar 13, 1989 14:57 UTC",StatusRetired,450.0 ,Success,"['LC-39B, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Discovery'],['STS-29R']
1897,Arianespace,"Mon Mar 06, 1989 23:29 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44LP'],['JCSAT-1 & Meteosat 4']
1898,RVSN USSR,"Tue Feb 28, 1989 04:04 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Meteor-2 n†\xad18']
1899,RVSN USSR,"Sun Feb 26, 1989 15:36 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1992']
1900,RVSN USSR,"Wed Feb 22, 1989 03:28 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 2004']
1901,ISAS,"Tue Feb 21, 1989 23:30 UTC",StatusRetired,,Success,"['Mu Pad, Uchinoura Space Center']",[' Japan'],['Mu-III S2'],['Akebono']
1902,RVSN USSR,"Wed Feb 15, 1989 11:00 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya-M /Block ML'],['Molniya-1 n†\xad137']
1903,RVSN USSR,"Tue Feb 14, 1989",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 2002']
1904,Boeing,"Tue Feb 14, 1989 18:30 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 6925'],['NAVSTAR II-1 (USA 35)']
1905,RVSN USSR,"Tue Feb 14, 1989 04:21 UTC",StatusRetired,,Success,"['Site 43/3, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 2001']
1906,RVSN USSR,"Fri Feb 10, 1989 15:13 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1994 to 1999']
1907,Arianespace,"Fri Jan 27, 1989 01:21 UTC",StatusRetired,,Success,"['ELA-1, Guiana Space Centre, French Guiana']",[' France'],['Ariane 2'],['Intelsat-5A 15']
1908,RVSN USSR,"Wed Dec 28, 1988 05:27 UTC",StatusRetired,,Success,"['Site 43/3, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-1 n†\xad136']
1909,RVSN USSR,"Fri Dec 23, 1988",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1985']
1910,RVSN USSR,"Thu Dec 22, 1988 14:15 UTC",StatusRetired,,Success,"['Site 43/3, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-3 n†\xad135']
1911,CASC,"Thu Dec 22, 1988 12:40 UTC",StatusRetired,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3'],['DFH-2A-T3']
1912,Arianespace,"Sun Dec 11, 1988 00:33 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44LP'],"['Skynet 4B, Astra 1A']"
1913,NASA,"Fri Dec 02, 1988 14:30 UTC",StatusRetired,450.0 ,Success,"['LC-39B, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Atlantis'],['STS-27R']
1914,RVSN USSR,"Wed Nov 23, 1988 14:50 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 1980']
1915,RVSN USSR,"Fri Nov 18, 1988 00:12 UTC",StatusRetired,,Success,"['Site 90/19, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1979']
1916,RVSN USSR,"Tue Nov 15, 1988 03:00 UTC",StatusRetired,"5,000.0 ",Success,"['Site 110/37, Baikonur Cosmodrome']",[' Kazakhstan'],['Energiya/Buran'],['Buran']
1917,Martin Marietta,"Sun Nov 06, 1988 18:03 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Titan 34D'],['USA-33 (KH-11)']
1918,Arianespace,"Fri Oct 28, 1988 02:17 UTC",StatusRetired,,Success,"['ELA-1, Guiana Space Centre, French Guiana']",[' France'],['Ariane 2'],['TDF-1']
1919,RVSN USSR,"Tue Oct 25, 1988 18:02 UTC",StatusRetired,,Success,"['Site 41/1, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 1977']
1920,RVSN USSR,"Tue Oct 11, 1988 08:01 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1975']
1921,RVSN USSR,"Mon Oct 03, 1988 22:23 UTC",StatusRetired,,Success,"['Site 41/1, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 1974']
1922,NASA,"Thu Sep 29, 1988 15:37 UTC",StatusRetired,450.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Discovery'],['STS-26R']
1923,RVSN USSR,"Thu Sep 29, 1988 09:07 UTC",StatusRetired,,Success,"['Site 41/1, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-3 n†\xad134']
1924,General Dynamics,"Sat Sep 24, 1988 10:02 UTC",StatusRetired,,Success,"['SLC-3W, Vandenberg AFB, California']",[' USA'],['Atlas-E/F Star-37S-ISS'],['NOAA-H']
1925,IAI,"Mon Sep 19, 1988",StatusRetired,,Success,"['Pad 1, Palmachim Airbase']",[' Israel'],['Shavit'],['Ofek-1']
1926,MHI,"Fri Sep 16, 1988 09:59 UTC",StatusRetired,,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-I UM-129A (9SO)'],['Sakura 3B']
1927,Arianespace,"Thu Sep 08, 1988 23:00 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 3'],"['GStar 5, SBS 5']"
1928,CASC,"Tue Sep 06, 1988 20:30 UTC",StatusRetired,,Success,['Taiyuan Satellite Launch Center'],[' China'],['Long March 4A'],['Fengyun 1A']
1929,Martin Marietta,"Mon Sep 05, 1988 09:25 UTC",StatusRetired,35.0 ,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Titan II(23)G'],['USA-32']
1930,Martin Marietta,"Fri Sep 02, 1988 12:05 UTC",StatusRetired,,Partial Failure,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Titan 34D'],['USA-31 (Vortex)']
1931,RVSN USSR,"Tue Aug 30, 1988 14:14 UTC",StatusRetired,,Success,"['Site 16/2, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 1966']
1932,CASC,"Fri Aug 05, 1988 07:29 UTC",StatusActive,30.8 ,Success,"['Site 138 (LA-2B), Jiuquan Satellite Launch Center']",[' China'],['Long March 2C'],['FSW-1 No.2']
1933,ISRO,"Sun Jul 31, 1988 09:18 UTC",StatusRetired,,Failure,"['SLV LP, Satish Dhawan Space Centre']",[' India'],['ASLV'],['SROSS-B']
1934,RVSN USSR,"Thu Jul 28, 1988 11:20 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1960']
1935,RVSN USSR,"Tue Jul 26, 1988 05:01 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Meteor-3 n†\xad2']
1936,Arianespace,"Thu Jul 21, 1988 23:12 UTC",StatusRetired,,Success,"['ELA-1, Guiana Space Centre, French Guiana']",[' France'],['Ariane 3'],"['Insat 1C, Eutelsat-1 F5']"
1937,RVSN USSR,"Mon Jul 18, 1988 22:28 UTC",StatusRetired,,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1959']
1938,RVSN USSR,"Thu Jul 14, 1988 11:40 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1958']
1939,RVSN USSR,"Tue Jul 05, 1988 09:45 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Okean 1']
1940,RVSN USSR,"Wed Jun 22, 1988",StatusRetired,,Success,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-3MRB (65MRB)'],['BOR-5 Shuttle']
1941,RVSN USSR,"Tue Jun 21, 1988 16:26 UTC",StatusRetired,,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1954']
1942,ESA,"Wed Jun 15, 1988 11:19 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44LP'],"['Meteosat 3, Panamsat-1, Oscar 13']"
1943,RVSN USSR,"Tue Jun 14, 1988 03:17 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1953']
1944,RVSN USSR,"Wed Jun 01, 1988 07:40 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1908']
1945,RVSN USSR,"Mon May 30, 1988 07:59 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1950']
1946,RVSN USSR,"Sat May 28, 1988 02:49 UTC",StatusRetired,,Success,"['Site 90/19, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1949']
1947,RVSN USSR,"Thu May 26, 1988 15:27 UTC",StatusRetired,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-3 n†\xad132']
1948,Arianespace,"Tue May 17, 1988 23:58 UTC",StatusRetired,,Success,"['ELA-1, Guiana Space Centre, French Guiana']",[' France'],['Ariane 2'],['Intelsat 3AF13']
1949,RVSN USSR,"Sun May 15, 1988 09:20 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 1943']
1950,RVSN USSR,"Wed Apr 20, 1988 05:48 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2M'],['Cosmos 1939']
1951,RVSN USSR,"Tue Apr 05, 1988 14:31 UTC",StatusRetired,,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1937']
1952,ASI,"Fri Mar 25, 1988 19:50 UTC",StatusRetired,,Success,"['SM Launch Tab, San Marco Launch Platform']",[' Kenya'],['Scout G1'],['San Marco 5']
1953,RVSN USSR,"Tue Mar 22, 1988 14:07 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1934']
1954,RVSN USSR,"Thu Mar 17, 1988 20:55 UTC",StatusRetired,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-1 n†\xad131']
1955,RVSN USSR,"Thu Mar 17, 1988 06:43 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2M'],['IRS-1A']
1956,RVSN USSR,"Tue Mar 15, 1988 18:49 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1933']
1957,RVSN USSR,"Mon Mar 14, 1988 14:21 UTC",StatusRetired,,Success,"['Site 90/19, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1932']
1958,Arianespace,"Fri Mar 11, 1988 23:28 UTC",StatusRetired,,Success,"['ELA-1, Guiana Space Centre, French Guiana']",[' France'],['Ariane 3'],"['Spacenet 3R, Telecom 1C']"
1959,RVSN USSR,"Fri Mar 11, 1988 06:38 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya-M /Block ML'],['Molniya-1 n†\xad130']
1960,RVSN USSR,"Fri Mar 11, 1988 00:18 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1924 to 1931']
1961,CASC,"Mon Mar 07, 1988 12:41 UTC",StatusRetired,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3'],['DFH-2A-T2']
1962,RVSN USSR,"Fri Feb 26, 1988 09:31 UTC",StatusRetired,,Success,"['Site 41/1, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 1922']
1963,MHI,"Fri Feb 19, 1988 10:05 UTC",StatusRetired,,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-I UM-129A (9SO)'],['Sakura 3A']
1964,General Dynamics,"Wed Feb 03, 1988 05:53 UTC",StatusRetired,,Success,"['SLC-3W, Vandenberg AFB, California']",[' USA'],['Atlas-E/F Star-37S-ISS'],['DMSP 5D-2/F9']
1965,RVSN USSR,"Sat Jan 30, 1988 10:59 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Meteor-2 n†\xad17']
1966,RVSN USSR,"Fri Jan 15, 1988 03:49 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1909 to 1914']
1967,RVSN USSR,"Wed Dec 23, 1987 20:22 UTC",StatusRetired,,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1904']
1968,RVSN USSR,"Mon Dec 21, 1987 22:35 UTC",StatusRetired,,Success,"['Site 41/1, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 1903']
1969,RVSN USSR,"Sun Dec 20, 1987",StatusRetired,,Success,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-3MRB (65MRB)'],['BOR-4 Shuttle']
1970,RVSN USSR,"Tue Dec 15, 1987 13:30 UTC",StatusRetired,,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1902']
1971,RVSN USSR,"Sat Dec 12, 1987 05:40 UTC",StatusRetired,,Success,"['Site 90/20, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1900']
1972,RVSN USSR,"Tue Dec 01, 1987 14:15 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1898']
1973,Martin Marietta,"Sun Nov 29, 1987 03:27 UTC",StatusRetired,,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Titan 34D'],['DSP-13']
1974,Arianespace,"Sat Nov 21, 1987 02:19 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 2'],['TVSAT-1']
1975,Martin Marietta,"Mon Oct 26, 1987 21:32 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Titan 34D'],['USA-27 (KH-11)']
1976,RVSN USSR,"Tue Oct 20, 1987 09:08 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1892']
1977,RVSN USSR,"Wed Oct 14, 1987 12:35 UTC",StatusRetired,,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1891']
1978,RVSN USSR,"Sat Oct 10, 1987 21:48 UTC",StatusRetired,,Success,"['Site 90/19, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1890']
1979,Arianespace,"Wed Sep 16, 1987 00:45 UTC",StatusRetired,,Success,"['ELA-1, Guiana Space Centre, French Guiana']",[' France'],['Ariane 3'],"['Aussat-A3, Eutelsat 1-F4']"
1980,CASC,"Wed Sep 09, 1987 07:15 UTC",StatusActive,30.8 ,Success,"['Site 138 (LA-2B), Jiuquan Satellite Launch Center']",[' China'],['Long March 2C'],['FSW-1 No.1']
1981,RVSN USSR,"Mon Sep 07, 1987 23:50 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1875 to 1880']
1982,RVSN USSR,"Fri Aug 28, 1987 08:20 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 1873']
1983,RVSN USSR,"Thu Aug 27, 1987",StatusRetired,,Success,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-3MRB (65MRB)'],['BOR-5 Shuttle']
1984,MHI,"Thu Aug 27, 1987 09:20 UTC",StatusRetired,,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-I UM-129A (9SO)'],['Kiku 5']
1985,RVSN USSR,"Tue Aug 18, 1987 02:26 UTC",StatusRetired,,Success,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Meteor-2 n†\xad16']
1986,CASC,"Wed Aug 05, 1987 06:39 UTC",StatusActive,30.8 ,Success,"['Site 138 (LA-2B), Jiuquan Satellite Launch Center']",[' China'],['Long March 2C'],['FSW-0 No.9']
1987,RVSN USSR,"Sat Aug 01, 1987 03:59 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 1871']
1988,RVSN USSR,"Thu Jul 16, 1987 04:25 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1869']
1989,RVSN USSR,"Tue Jul 14, 1987 14:00 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1868']
1990,RVSN USSR,"Fri Jul 10, 1987 15:35 UTC",StatusRetired,,Success,"['Site 90/20, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1867']
1991,RVSN USSR,"Mon Jul 06, 1987 21:59 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1864']
1992,RVSN USSR,"Wed Jul 01, 1987 19:35 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1862']
1993,RVSN USSR,"Tue Jun 23, 1987 07:37 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1861']
1994,General Dynamics,"Sat Jun 20, 1987 02:34 UTC",StatusRetired,,Success,"['SLC-3W, Vandenberg AFB, California']",[' USA'],['Atlas-E/F Star-37S-ISS'],['DMSP 5D-2/F8']
1995,RVSN USSR,"Thu Jun 18, 1987 21:33 UTC",StatusRetired,,Success,"['Site 90/19, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1860']
1996,RVSN USSR,"Tue Jun 16, 1987 17:51 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1852 to 1859']
1997,RVSN USSR,"Fri Jun 12, 1987 07:40 UTC",StatusRetired,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 1851']
1998,RVSN USSR,"Tue Jun 09, 1987 14:45 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1850']
1999,RVSN USSR,"Thu Jun 04, 1987 18:50 UTC",StatusRetired,,Success,"['Site 16/2, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 1849']
2000,RVSN USSR,"Fri May 15, 1987 17:30 UTC",StatusRetired,"5,000.0 ",Success,"['Site 250, Baikonur Cosmodrome']",[' Kazakhstan'],['Energiya/Polyus'],['Polyus Space Station']
2001,General Dynamics,"Fri May 15, 1987 15:45 UTC",StatusRetired,,Success,"['SLC-3E, Vandenberg AFB, California']",[' USA'],['Atlas-H MSD'],['NOSS-9']
2002,RVSN USSR,"Wed May 13, 1987 05:40 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 1844']
2003,RVSN USSR,"Sun Apr 26, 1987 23:59 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1842']
2004,RVSN USSR,"Wed Apr 08, 1987 03:51 UTC",StatusRetired,,Success,"['Site 90/19, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1834']
2005,General Dynamics,"Thu Mar 26, 1987 21:22 UTC",StatusRetired,,Failure,"['SLC-36B, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-G Centaur-D1AR'],['FLTSATCOM-6']
2006,ISRO,"Tue Mar 24, 1987 06:39 UTC",StatusRetired,,Failure,"['SLV LP, Satish Dhawan Space Centre']",[' India'],['ASLV'],['SROSS-A']
2007,RVSN USSR,"Wed Mar 18, 1987 08:30 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 1833']
2008,RVSN USSR,"Fri Mar 13, 1987 13:12 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1827 to 1832']
2009,RVSN USSR,"Tue Mar 03, 1987 15:02 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1825']
2010,RVSN USSR,"Fri Feb 20, 1987 04:43 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1823']
2011,MHI,"Thu Feb 19, 1987 01:23 UTC",StatusRetired,,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['N-II'],['Momo 1a']
2012,RVSN USSR,"Wed Feb 18, 1987 13:53 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1821']
2013,RVSN USSR,"Sat Feb 14, 1987 08:30 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 1820']
2014,Martin Marietta,"Thu Feb 12, 1987 00:00 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Titan III(34)B Agena-D'],['Quasar 7']
2015,ISAS,"Thu Feb 05, 1987 06:30 UTC",StatusRetired,,Success,"['Mu Pad, Uchinoura Space Center']",[' Japan'],['Mu-III S2'],['Ginga']
2016,RVSN USSR,"Sun Feb 01, 1987 23:30 UTC",StatusRetired,,Success,"['Site 90/20, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 1818']
2017,RVSN USSR,"Thu Jan 29, 1987 06:14 UTC",StatusRetired,,Partial Failure,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1816']
2018,RVSN USSR,"Thu Jan 22, 1987 16:06 UTC",StatusRetired,,Success,"['Site 41/1, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-3 n†\xad129']
2019,RVSN USSR,"Thu Jan 22, 1987 07:00 UTC",StatusRetired,,Success,"['Site 107/1, Kapustin Yar']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1815']
2020,RVSN USSR,"Wed Jan 21, 1987 09:10 UTC",StatusRetired,,Success,"['Site 132/2, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 1814']
2021,RVSN USSR,"Wed Jan 14, 1987 09:04 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 1812']
2022,RVSN USSR,"Mon Jan 05, 1987 01:19 UTC",StatusRetired,,Success,"['Site 32/2, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Meteor-2 n†\xad15']
2023,RVSN USSR,"Fri Dec 26, 1986 15:25 UTC",StatusRetired,,Success,"['Site 43/3, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-1 n†\xad128']
2024,RVSN USSR,"Thu Dec 25, 1986 23:59 UTC",StatusRetired,,Success,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-3MRB (65MRB)'],['BOR-5 Shuttle']
