,Company Name,Datum,Status Rocket,Costs (Mio. USD),Status Mission,Site,Country,Rocket,Satellite
1128,Lockheed,"Sun Sep 09, 2001 15:25 UTC",StatusRetired,,Success,"['SLC-3E, Vandenberg AFB, California']",[' USA'],['Atlas IIAS'],['NROL-13 (Intruder FA & 5B)']
1129,Arianespace,"Thu Aug 30, 2001 06:46 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44L'],['Intelsat 902']
1130,MHI,"Wed Aug 29, 2001 07:00 UTC",StatusActive,90.0 ,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-IIA 202'],['VEP 2 & LRE']
1131,NASA,"Fri Aug 10, 2001 21:10 UTC",StatusRetired,450.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Discovery'],['STS-105']
1132,Boeing,"Wed Aug 08, 2001 16:13 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7326'],['Genesis Probe']
1133,Lockheed,"Mon Aug 06, 2001 07:28 UTC",StatusRetired,,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Titan IV(402)B'],['DSP']
1134,Lockheed,"Mon Jul 23, 2001 07:23 UTC",StatusRetired,,Success,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIA'],['GOES-M']
1135,VKS RF,"Fri Jul 20, 2001 00:17 UTC",StatusRetired,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block ML'],['Molniya-3K n†\xad170']
1136,Arianespace,"Thu Jul 12, 2001 21:58 UTC",StatusRetired,,Partial Failure,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 G'],['Artemis & BSAT-2b']
1137,NASA,"Thu Jul 12, 2001 09:03 UTC",StatusRetired,450.0 ,Success,"['LC-39B, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Atlantis'],['STS-104']
1138,Boeing,"Sat Jun 30, 2001 19:46 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7425-10C'],['WMAP']
1139,ILS,"Tue Jun 19, 2001 04:41 UTC",StatusRetired,,Success,"['SLC-36B, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIAS'],['ICO F2']
1140,Arianespace,"Sat Jun 09, 2001 06:45 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44L'],['Intelsat 901']
1141,VKS RF,"Fri Jun 08, 2001 15:08 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['Cosmos 2378']
1142,Boeing,"Fri May 18, 2001 17:45 UTC",StatusRetired,,Success,"['SLC-17B, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7925'],['NROL-17 (GeoLITE)']
1143,Sea Launch,"Tue May 08, 2001",StatusActive,,Success,"['LP Odyssey, Kiritimati Launch Area']",[' Pacific Ocean'],['Zenit-3 SL'],['XM-1']
1144,NASA,"Thu Apr 19, 2001 18:40 UTC",StatusRetired,450.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Endeavour'],['STS-100']
1145,ISRO,"Wed Apr 18, 2001 10:13 UTC",StatusRetired,47.0 ,Partial Failure,"['First Launch Pad, Satish Dhawan Space Centre']",[' India'],['GSLV Mk I'],['GSAT-1']
1146,Boeing,"Sat Apr 07, 2001 15:02 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7925'],['Mars Odyssey']
1147,Sea Launch,"Sun Mar 18, 2001 22:33 UTC",StatusActive,,Success,"['LP Odyssey, Kiritimati Launch Area']",[' Pacific Ocean'],['Zenit-3 SL'],['XM-2']
1148,Arianespace,"Thu Mar 08, 2001 22:51 UTC",StatusRetired,,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 G'],['Eurobird-1 & BSat-2a']
1149,NASA,"Thu Mar 08, 2001 11:42 UTC",StatusRetired,450.0 ,Success,"['LC-39B, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Discovery'],['STS-102']
1150,Lockheed,"Tue Feb 27, 2001 21:20 UTC",StatusRetired,,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Titan IV(401)B'],['Milstar DFS-4']
1151,MITT,"Tue Feb 20, 2001 08:48 UTC",StatusActive,,Success,['Svobodny Cosmodrome'],[' Russia'],['Start-1'],['Odin']
1152,NASA,"Wed Feb 07, 2001 23:13 UTC",StatusRetired,450.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Atlantis'],['STS-98']
1153,Arianespace,"Wed Feb 07, 2001 23:05 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44L'],"['Sicral-1, Skynet 4F']"
1154,Boeing,"Tue Jan 30, 2001 07:55 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7925'],['GPS IIR-7']
1155,Arianespace,"Wed Jan 10, 2001 22:09 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44P'],['Turksat 2A']
1156,CASC,"Tue Jan 09, 2001 17:00 UTC",StatusActive,,Success,"['Site 901 (SLS-1), Jiuquan Satellite Launch Center']",[' China'],['Long March 2F'],['Shenzhou 2']
1157,VKS RF,"Wed Dec 27, 2000 18:56 UTC",StatusRetired,,Failure,"['Site 32/1, Plesetsk Cosmodrome']",[' Russia'],['Tsyklon-3'],['Cosmos 2377 to 2379 & Gonets 7 to 9']
1158,CASC,"Wed Dec 20, 2000 16:20 UTC",StatusActive,69.7 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3A'],['Beidou-1B']
1159,Arianespace,"Wed Dec 20, 2000 00:26 UTC",StatusRetired,,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 G'],"['Astra 2D, GE-8, LDREX']"
1160,Lockheed,"Wed Dec 06, 2000 02:47 UTC",StatusRetired,,Success,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIAS'],['NROL-10']
1161,MITT,"Tue Dec 05, 2000 12:32 UTC",StatusActive,,Success,['Svobodny Cosmodrome'],[' Russia'],['Start-1'],['EROS A']
1162,NASA,"Thu Nov 30, 2000 03:06 UTC",StatusRetired,450.0 ,Success,"['LC-39B, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Endeavour'],['STS-97']
1163,Arianespace,"Tue Nov 21, 2000 23:56 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44L'],['Anik F1']
1164,Boeing,"Tue Nov 21, 2000 18:24 UTC",StatusRetired,,Success,"['SLC-2W, Vandenberg AFB, California']",[' USA'],['Delta II 7320-10C'],['EO-1 / SAC-C']
1165,VKS RF,"Mon Nov 20, 2000 23:00 UTC",StatusRetired,,Failure,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],['QuickBird-1']
1166,Arianespace,"Thu Nov 16, 2000 01:07 UTC",StatusRetired,,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 G'],"['PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D']"
1167,Boeing,"Fri Nov 10, 2000 17:14 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7925'],['GPS IIR-6']
1168,CASC,"Mon Oct 30, 2000 16:02 UTC",StatusActive,69.7 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3A'],['Beidou-1A']
1169,Arianespace,"Sun Oct 29, 2000 05:59 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44LP'],['EuropeStar F1']
1170,Sea Launch,"Sat Oct 21, 2000 05:51 UTC",StatusActive,,Success,"['LP Odyssey, Kiritimati Launch Area']",[' Pacific Ocean'],['Zenit-3 SL'],['Thuraya 1']
1171,Lockheed,"Fri Oct 20, 2000 00:40 UTC",StatusRetired,,Success,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIA'],['DSCS III-B11']
1172,NASA,"Wed Oct 11, 2000 23:17 UTC",StatusRetired,450.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Discovery'],['STS-92']
1173,Northrop,"Mon Oct 09, 2000 05:38 UTC",StatusRetired,40.0 ,Success,"['Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands']",[' USA'],['Pegasus'],['HETE 2']
1174,Arianespace,"Fri Oct 06, 2000 23:00 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 42L'],['N-SAT 110']
1175,Kosmotras,"Tue Sep 26, 2000 10:05 UTC",StatusRetired,29.0 ,Success,"['Site 109/95, Baikonur Cosmodrome']",[' Kazakhstan'],['Dnepr'],['Megsat 1 & Others']
1176,VKS RF,"Mon Sep 25, 2000 10:10 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 2372']
1177,Lockheed,"Thu Sep 21, 2000 10:22 UTC",StatusRetired,35.0 ,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Titan II(23)G'],['NOAA-16']
1178,Arianespace,"Thu Sep 14, 2000 22:54 UTC",StatusRetired,,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 G'],['Astra 2B & GE-7']
1179,NASA,"Fri Sep 08, 2000 12:45 UTC",StatusRetired,450.0 ,Success,"['LC-39B, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Atlantis'],['STS-106']
1180,Arianespace,"Wed Sep 06, 2000 22:33 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44P'],['Eutelsat W1']
1181,Boeing,"Wed Aug 23, 2000 11:05 UTC",StatusRetired,,Success,"['SLC-17B, Cape Canaveral AFS, Florida']",[' USA'],['Delta III 8930'],['DM F3']
1182,Lockheed,"Thu Aug 17, 2000 23:45 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Titan IV(403)B'],['NROL-11 (Onyx)']
1183,Arianespace,"Thu Aug 17, 2000 23:16 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44LP'],"['Brasilsat B4, Nilesat 102']"
1184,Sea Launch,"Fri Jul 28, 2000 22:41 UTC",StatusActive,,Success,"['LP Odyssey, Kiritimati Launch Area']",[' Pacific Ocean'],['Zenit-3 SL'],['PAS 9']
1185,Northrop,"Wed Jul 19, 2000 20:09 UTC",StatusActive,40.0 ,Success,"['SLC-8, Vandenberg AFB, California']",[' USA'],['Minotaur I'],['MightySat 2.1']
1186,Boeing,"Sun Jul 16, 2000 09:17 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7925'],['GPS IIR-5']
1187,VKS RF,"Sat Jul 15, 2000 12:00 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],"['CHAMP, MITA & Rubin 1']"
1188,ILS,"Fri Jul 14, 2000 05:21 UTC",StatusRetired,,Success,"['SLC-36B, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIAS'],['Echostar 6']
1189,Lockheed,"Fri Jun 30, 2000 12:56 UTC",StatusRetired,,Success,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIA'],['TDRS-H']
1190,VKS RF,"Wed Jun 28, 2000 10:37 UTC",StatusRetired,,Success,"['Site 132/1, Plesetsk Cosmodrome']",[' Russia'],['Cosmos-3M (11K65M)'],"['Nadiezhda n†\xad9, Tsinghua-1 & SNAP-1']"
1191,CASC,"Sun Jun 25, 2000 11:50 UTC",StatusRetired,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3'],['Fengyun-2B']
1192,Northrop,"Wed Jun 07, 2000 13:19 UTC",StatusActive,40.0 ,Success,"['Stargazer, Vandenberg AFB, California']",[' USA'],['Pegasus XL'],['TSX-5']
1193,ILS,"Wed May 24, 2000 23:10 UTC",StatusRetired,,Success,"['SLC-36B, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIIA'],['Eutelsat W4']
1194,NASA,"Fri May 19, 2000 10:11 UTC",StatusRetired,450.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Atlantis'],['STS-101']
1195,Eurockot,"Tue May 16, 2000 08:27 UTC",StatusRetired,41.8 ,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Rokot/Briz KM'],['SimSat 1 & 2 (Iridium)']
1196,Boeing,"Thu May 11, 2000 01:48 UTC",StatusRetired,,Success,"['SLC-17A, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7925'],['GPS IIR-4']
1197,Lockheed,"Mon May 08, 2000 16:01 UTC",StatusRetired,,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Titan IV(402)B'],['DSP']
1198,Lockheed,"Wed May 03, 2000 07:07 UTC",StatusRetired,,Success,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIA'],['GOES-L']
1199,Arianespace,"Wed Apr 19, 2000 00:29 UTC",StatusRetired,,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 42L'],['Galaxy 4R']
1200,Boeing,"Sat Mar 25, 2000 20:34 UTC",StatusRetired,,Success,"['SLC-2W, Vandenberg AFB, California']",[' USA'],['Delta II 7326'],['IMAGE']
1201,Arianespace,"Tue Mar 21, 2000 23:28 UTC",StatusRetired,,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 G'],['INSAT-3B & AsiaStar']
1202,Sea Launch,"Sun Mar 12, 2000 14:49 UTC",StatusActive,,Failure,"['LP Odyssey, Kiritimati Launch Area']",[' Pacific Ocean'],['Zenit-3 SL'],['ICO F-1']
1203,Northrop,"Sun Mar 12, 2000 09:29 UTC",StatusActive,45.0 ,Success,"['SLC-576E, Vandenberg AFB, California']",[' USA'],['Minotaur C (Taurus)'],['Multispectral Thermal Imager (MTI)']
1204,VKS RF,"Thu Mar 02, 2000 09:26 UTC",StatusRetired,,Success,"['Site 45/1, Baikonur Cosmodrome']",[' Kazakhstan'],['Zenit-2'],['Cosmos 2369']
1205,Arianespace,"Fri Feb 18, 2000 01:04 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44LP'],['Superbird 4']
1206,NASA,"Fri Feb 11, 2000 16:43 UTC",StatusRetired,450.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Endeavour'],['STS-99']
1207,ISAS,"Thu Feb 10, 2000 01:30 UTC",StatusRetired,,Failure,"['Mu Pad, Uchinoura Space Center']",[' Japan'],['Mu-V / M-24'],['Astro E']
1208,Boeing,"Tue Feb 08, 2000 21:24 UTC",StatusRetired,,Success,"['SLC-17B, Cape Canaveral AFS, Florida']",[' USA'],['Delta II 7920-10C'],['Globalstar 7']
1209,ILS,"Thu Feb 03, 2000 23:30 UTC",StatusRetired,,Success,"['SLC-36B, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIAS'],['Hispasat 1C']
1210,Northrop,"Thu Jan 27, 2000 03:03 UTC",StatusActive,40.0 ,Success,"['SLC-8, Vandenberg AFB, California']",[' USA'],['Minotaur I'],['JAWSat']
1211,CASC,"Tue Jan 25, 2000 16:45 UTC",StatusActive,69.7 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3A'],['ChinaSat-22']
1212,Arianespace,"Tue Jan 25, 2000 01:04 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 42L'],['Galaxy 10R']
1213,Lockheed,"Fri Jan 21, 2000 01:03 UTC",StatusRetired,,Success,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIA'],['DSCS IIIB-8']
1214,Northrop,"Fri Dec 31, 1999 07:13 UTC",StatusActive,45.0 ,Success,"['SLC-576E, Vandenberg AFB, California']",[' USA'],['Minotaur C (Taurus)'],['KOMPSAT & ACRIMSAT']
1215,VKS RF,"Mon Dec 27, 1999 19:12 UTC",StatusRetired,,Success,"['Site 16/2, Plesetsk Cosmodrome']",[' Russia'],['Molniya-M /Block 2BL'],['Cosmos 2368']
1216,VKS RF,"Sun Dec 26, 1999 08:00 UTC",StatusRetired,,Success,"['Site 90/20, Baikonur Cosmodrome']",[' Kazakhstan'],['Tsyklon-2'],['Cosmos 2367']
1217,Arianespace,"Wed Dec 22, 1999 00:50 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44L'],['Galaxy-11']
1218,NASA,"Mon Dec 20, 1999 00:50 UTC",StatusRetired,450.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Space Shuttle Discovery'],['STS-103']
1219,Lockheed,"Sat Dec 18, 1999 18:57 UTC",StatusRetired,,Success,"['SLC-3E, Vandenberg AFB, California']",[' USA'],['Atlas IIAS'],['Terra']
1220,Lockheed,"Sun Dec 12, 1999 17:36 UTC",StatusRetired,35.0 ,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Titan II(23)G'],['USA-147']
1221,AEB,"Sat Dec 11, 1999 19:40 UTC",StatusActive,,Failure,"['VLS Pad, Alc?›ntara Launch Center, Maranh?œo']",[' Brazil'],['VLS-1'],['SACI-2']
1222,Arianespace,"Fri Dec 10, 1999 14:32 UTC",StatusRetired,,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 G'],['XMM-Newton']
1223,Northrop,"Sat Dec 04, 1999 18:53 UTC",StatusActive,40.0 ,Success,"['Stargazer, Vandenberg AFB, California']",[' USA'],['Pegasus XL/HAPS'],['Orbcomm D1-D8']
1224,Arianespace,"Fri Dec 03, 1999 16:22 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 40'],['Helios 1B & Cl??mentine']
1225,Lockheed,"Tue Nov 23, 1999 04:06 UTC",StatusRetired,,Success,"['SLC-36B, Cape Canaveral AFS, Florida']",[' USA'],['Atlas IIA'],['UHF F10']
1226,CASC,"Fri Nov 19, 1999 22:30 UTC",StatusActive,,Success,"['Site 901 (SLS-1), Jiuquan Satellite Launch Center']",[' China'],['Long March 2F'],['Shenzhou 1']
1227,MHI,"Mon Nov 15, 1999 07:29 UTC",StatusRetired,,Failure,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-IIS'],['Himawari 6']
1228,Arianespace,"Sat Nov 13, 1999 22:54 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44LP'],['GE-4']
1229,Arianespace,"Tue Oct 19, 1999 06:22 UTC",StatusRetired,,Success,"['ELA-2, Guiana Space Centre, French Guiana']",[' France'],['Ariane 44LP'],['Orion 2']
1230,CASC,"Thu Oct 14, 1999 03:15 UTC",StatusActive,64.68 ,Success,"['LC-7, Taiyuan Satellite Launch Center']",[' China'],['Long March 4B'],['CBERS-1 & SACI 1']
1231,Sea Launch,"Sun Oct 10, 1999",StatusActive,,Success,"['LP Odyssey, Kiritimati Launch Area']",[' Pacific Ocean'],['Zenit-3 SL'],['DirecTV 1R']
